ticker,market,name,theme,asset_type,price,price_date,daily_pct,daily_diff,probe,core,strong,distance,gap_ratio,decision,rating,rating_brief,basis_status,basis_display,note
AVAV,US,AeroVironment,防衛ドローン,stock,174.13999938964844,2026-08-18,-3.859109647618271,-6.9900054931640625,150.0,130.0,110.0,25.347421353139328,1.3395384568434494,見送り,レーティング：TV_FULL / 19.0人 / — / 平均目標 226.42 / 乖離 30.02% / 基準日 2026-08-01,評：TV_FULL 19.0人 — 平均226.42 乖離30.02%,reviewed_v1_3_1,v1.3.1採用,
AXON,US,Axon Enterprise,公共安全AI・防衛,stock,619.8499755859375,2026-08-18,2.5698252703036677,15.52996826171875,430.0,385.0,340.0,37.8881963113633,1.6099999365868507,見送り,レーティング：TV_FULL / 17.0人 / — / 平均目標 688.65 / 乖離 11.10% / 基準日 2026-08-01,評：TV_FULL 17.0人 — 平均688.65 乖離11.10%,reviewed_v1_3_1,v1.3.1採用,
AUR,US,Aurora Innovation,自動運転・物流,stock,6.150000095367432,2026-08-18,-11.764701858070953,-0.8199996948242188,5.0,4.0,3.0,34.95935060207474,1.537500023841858,見送り,レーティング：TV_FULL / 11.0人 / — / 平均目標 11.14 / 乖離 81.14% / 基準日 2026-08-01,評：TV_FULL 11.0人 — 平均11.14 乖離81.14%,reviewed_v1_3_1,v1.3.1採用,
TMDX,US,TransMedics,移植医療,stock,90.69000244140625,2026-08-18,2.6485614122229726,2.3400039672851562,85.0,70.0,55.0,22.81398377376141,1.2955714634486608,見送り,レーティング：TV_FULL / 10.0人 / — / 平均目標 109.6 / 乖離 20.85% / 基準日 2026-08-01,評：TV_FULL 10.0人 — 平均109.6 乖離20.85%,reviewed_v1_3_1,v1.3.1採用,
NOW,US,ServiceNow,業務AI・SaaS,stock,119.48999786376953,2026-08-18,1.5208164502455213,1.7900009155273438,90.0,80.0,70.0,33.04878949683475,1.4936249732971192,見送り,レーティング：TV_FULL / 43.0人 / — / 平均目標 140.51 / 乖離 17.59% / 基準日 2026-08-01,評：TV_FULL 43.0人 — 平均140.51 乖離17.59%,reviewed_v1_3_1,v1.3.1採用,日次価格桁チェック対象。
RDW,US,Redwire,宇宙インフラ,stock,12.9399995803833,2026-08-18,-3.504849160154989,-0.4700002670288086,16.0,13.0,10.0,-0.46368177405243727,0.9953845831064078,本命近接,レーティング：TV_FULL / 6.0人 / — / 平均目標 17.17 / 乖離 32.69% / 基準日 2026-08-01,評：TV_FULL 6.0人 — 平均17.17 乖離32.69%,reviewed_v1_3_1,v1.3.1採用,
TRMB,US,Trimble,測位・建設DX,stock,56.9900016784668,2026-08-18,2.334356408359345,1.3000030517578125,52.0,45.0,39.0,21.038781058673177,1.2664444817437066,見送り,レーティング：TV_FULL / 11.0人 / — / 平均目標 81.27 / 乖離 42.60% / 基準日 2026-08-01,評：TV_FULL 11.0人 — 平均81.27 乖離42.60%,reviewed_v1_3_1,v1.3.1採用,
VEEV,US,Veeva Systems,ライフサイエンスSaaS,stock,242.75,2026-08-18,1.8502994587015882,4.410003662109375,165.0,145.0,127.5,40.26776519052523,1.6741379310344828,見送り,レーティング：TV_FULL / 24.0人 / — / 平均目標 240.04 / 乖離 -1.12% / 基準日 2026-08-01,評：TV_FULL 24.0人 — 平均240.04 乖離-1.12%,reviewed_v1_3_1,v1.3.1採用,
PYPL,US,PayPal,決済・フィンテック,stock,60.43000030517578,2026-08-18,-0.06615001607383568,-0.04000091552734375,45.0,40.0,35.0,33.807711735897456,1.5107500076293945,見送り,レーティング：TV_FULL / 32.0人 / — / 平均目標 54.59 / 乖離 -9.66% / 基準日 2026-08-01,評：TV_FULL 32.0人 — 平均54.59 乖離-9.66%,reviewed_v1_3_1,v1.3.1採用,
TEM,US,Tempus AI,AI医療・診断,stock,49.36000061035156,2026-08-18,-4.415179717747857,-2.279998779296875,42.0,34.0,26.0,31.11831527637852,1.4517647238338696,見送り,レーティング：TV_FULL / 14.0人 / — / 平均目標 65 / 乖離 31.69% / 基準日 2026-08-01,評：TV_FULL 14.0人 — 平均65 乖離31.69%,reviewed_v1_3_1,v1.3.1採用,
FICO,US,Fair Isaac,信用スコア・分析,stock,1078.1199951171875,2026-08-18,1.2880337931111203,13.7099609375,1250.0,1100.0,950.0,-2.029459149436722,0.9801090864701705,本命買い,"レーティング：TV_FULL / 20.0人 / — / 平均目標 1,475.75 / 乖離 36.88% / 基準日 2026-08-01","評：TV_FULL 20.0人 — 平均1,475.75 乖離36.88%",reviewed_v1_3_1,v1.3.1採用,
AAOI,US,Applied Optoelectronics,光通信・CPO周辺,stock,131.41000366210938,2026-08-18,-15.159142501170589,-23.479995727539062,55.0,42.0,32.0,68.03896291792721,3.128809611002604,見送り,レーティング：TV_FULL / 6.0人 / — / 平均目標 166.08 / 乖離 26.38% / 基準日 2026-08-01,評：TV_FULL 6.0人 — 平均166.08 乖離26.38%,reviewed_v1_3_1,v1.3.1採用,
OUST,US,Ouster,LiDAR・ロボティクス,stock,42.9900016784668,2026-08-18,-10.679408426303864,-5.1399993896484375,20.0,15.0,11.0,65.10816605175121,2.8660001118977863,見送り,レーティング：TV_FULL / 7.0人 / — / 平均目標 52.57 / 乖離 22.28% / 基準日 2026-08-01,評：TV_FULL 7.0人 — 平均52.57 乖離22.28%,reviewed_v1_3_1,v1.3.1採用,
APH,US,Amphenol,コネクタ・AIインフラ,stock,159.57000732421875,2026-08-18,-6.613207769578794,-11.29998779296875,105.0,90.0,75.0,43.59842334459789,1.7730000813802083,見送り,レーティング：TV_FULL / 17.0人 / — / 平均目標 197.24 / 乖離 23.61% / 基準日 2026-08-01,評：TV_FULL 17.0人 — 平均197.24 乖離23.61%,reviewed_v1_3_1,v1.3.1採用,
ASPI,US,ASP Isotopes,核燃料・同位体,stock,3.859999895095825,2026-08-18,-3.980101656463498,-0.16000008583068848,5.5,4.2,3.2,-8.808293112550315,0.9190475940704346,本命買い,レーティング：TV_FULL / 3.0人 / — / 平均目標 13 / 乖離 236.79% / 基準日 2026-08-01,評：TV_FULL 3.0人 — 平均13 乖離236.79%,reviewed_v1_3_1,v1.3.1採用,
NBIS,US,Nebius,AIクラウド,stock,248.42999267578125,2026-08-18,-7.5953181938452445,-20.420013427734375,140.0,105.0,80.0,57.73457187311821,2.3659999302455357,見送り,レーティング：TV_FULL / 15.0人 / — / 平均目標 270.8 / 乖離 9.00% / 基準日 2026-08-01,評：TV_FULL 15.0人 — 平均270.8 乖離9.00%,reviewed_v1_3_1,v1.3.1採用,
EWY,US,iShares MSCI South Korea ETF,韓国ETF・半導体,etf,170.0500030517578,2026-08-18,-8.130741521067927,-15.050003051757812,,,,,,価格スケール確認待ち,レーティング：対象外（ETF）,評：ETF対象外,scale_rebase_pending_v1_3_1,v1.3.1：価格スケール確認待ち,通常買い場判定から一時除外。価格スケール/分割/逆分割/取得ソース確認待ち。
ISRG,US,Intuitive Surgical,医療ロボット,stock,391.17999267578125,2026-08-18,0.21776602688921393,0.850006103515625,430.0,380.0,340.0,2.8580175073134373,1.029421033357319,打診買い,レーティング：TV_FULL / 27.0人 / — / 平均目標 479.11 / 乖離 22.48% / 基準日 2026-08-01,評：TV_FULL 27.0人 — 平均479.11 乖離22.48%,reviewed_v1_3_1,v1.3.1採用,
SPGI,US,S&P Global,指数・格付け,stock,418.0400085449219,2026-08-18,1.829344941406443,7.510009765625,420.0,380.0,340.0,9.099609551087779,1.1001052856445312,打診近接,レーティング：TV_FULL / 22.0人 / — / 平均目標 518.17 / 乖離 23.95% / 基準日 2026-08-01,評：TV_FULL 22.0人 — 平均518.17 乖離23.95%,reviewed_v1_3_1,v1.3.1採用,
