ticker,market,name,theme,asset_type,price,price_date,daily_pct,daily_diff,probe,core,strong,distance,gap_ratio,decision,rating,rating_brief,basis_status,basis_display,note
AVAV,US,AeroVironment,防衛ドローン,stock,147.4199981689453,2026-08-25,-0.5263149766253262,-0.779998779296875,150.0,130.0,110.0,11.816577387948248,1.1339999859149639,打診買い,レーティング：TV_FULL / 19.0人 / — / 平均目標 226.42 / 乖離 53.59% / 基準日 2026-08-01,評：TV_FULL 19.0人 — 平均226.42 乖離53.59%,reviewed_v1_3_1,v1.3.1採用,
AXON,US,Axon Enterprise,公共安全AI・防衛,stock,613.260009765625,2026-08-25,2.622196189018085,15.66998291015625,430.0,385.0,340.0,37.22075565515207,1.5928831422483767,見送り,レーティング：TV_FULL / 17.0人 / — / 平均目標 688.65 / 乖離 12.29% / 基準日 2026-08-01,評：TV_FULL 17.0人 — 平均688.65 乖離12.29%,reviewed_v1_3_1,v1.3.1採用,
AUR,US,Aurora Innovation,自動運転・物流,stock,5.769999980926514,2026-08-25,1.4059740404490313,0.07999992370605469,5.0,4.0,3.0,30.675909649523035,1.4424999952316284,見送り,レーティング：TV_FULL / 11.0人 / — / 平均目標 11.14 / 乖離 93.07% / 基準日 2026-08-01,評：TV_FULL 11.0人 — 平均11.14 乖離93.07%,reviewed_v1_3_1,v1.3.1採用,
TMDX,US,TransMedics,移植医療,stock,93.5999984741211,2026-08-25,0.0,0.0,85.0,70.0,55.0,25.213673994499175,1.337142835344587,見送り,レーティング：TV_FULL / 10.0人 / — / 平均目標 109.6 / 乖離 17.09% / 基準日 2026-08-01,評：TV_FULL 10.0人 — 平均109.6 乖離17.09%,reviewed_v1_3_1,v1.3.1採用,
NOW,US,ServiceNow,業務AI・SaaS,stock,127.0,2026-08-25,-0.8199945542628385,-1.0500030517578125,90.0,80.0,70.0,37.00787401574803,1.5875,見送り,レーティング：TV_FULL / 43.0人 / — / 平均目標 140.51 / 乖離 10.64% / 基準日 2026-08-01,評：TV_FULL 43.0人 — 平均140.51 乖離10.64%,reviewed_v1_3_1,v1.3.1採用,日次価格桁チェック対象。
RDW,US,Redwire,宇宙インフラ,stock,11.479999542236328,2026-08-25,0.8787295851474863,0.09999942779541016,16.0,13.0,10.0,-13.24042263391565,0.8830768878643329,本命買い,レーティング：TV_FULL / 6.0人 / — / 平均目標 17.17 / 乖離 49.56% / 基準日 2026-08-01,評：TV_FULL 6.0人 — 平均17.17 乖離49.56%,reviewed_v1_3_1,v1.3.1採用,
TRMB,US,Trimble,測位・建設DX,stock,59.43000030517578,2026-08-25,-2.043840285467883,-1.2399978637695312,52.0,45.0,39.0,24.280666718958553,1.3206666734483508,見送り,レーティング：TV_FULL / 11.0人 / — / 平均目標 81.27 / 乖離 36.75% / 基準日 2026-08-01,評：TV_FULL 11.0人 — 平均81.27 乖離36.75%,reviewed_v1_3_1,v1.3.1採用,
VEEV,US,Veeva Systems,ライフサイエンスSaaS,stock,246.77999877929688,2026-08-25,-0.6761683527220749,-1.6800079345703125,165.0,145.0,127.5,41.24321228736286,1.7019310260641163,見送り,レーティング：TV_FULL / 24.0人 / — / 平均目標 240.04 / 乖離 -2.73% / 基準日 2026-08-01,評：TV_FULL 24.0人 — 平均240.04 乖離-2.73%,reviewed_v1_3_1,v1.3.1採用,
PYPL,US,PayPal,決済・フィンテック,stock,62.27000045776367,2026-08-25,0.9565501778027418,0.5900001525878906,45.0,40.0,35.0,35.763610557332356,1.5567500114440918,見送り,レーティング：TV_FULL / 32.0人 / — / 平均目標 54.59 / 乖離 -12.33% / 基準日 2026-08-01,評：TV_FULL 32.0人 — 平均54.59 乖離-12.33%,reviewed_v1_3_1,v1.3.1採用,
TEM,US,Tempus AI,AI医療・診断,stock,68.7300033569336,2026-08-25,3.8688306767850786,2.5600051879882812,42.0,34.0,26.0,50.53106599831116,2.021470686968635,見送り,レーティング：TV_FULL / 14.0人 / — / 平均目標 65 / 乖離 -5.43% / 基準日 2026-08-01,評：TV_FULL 14.0人 — 平均65 乖離-5.43%,reviewed_v1_3_1,v1.3.1採用,
FICO,US,Fair Isaac,信用スコア・分析,stock,1137.1400146484375,2026-08-25,-2.5085741729406834,-29.260009765625,1250.0,1100.0,950.0,3.2660898543720536,1.0337636496803977,打診買い,"レーティング：TV_FULL / 20.0人 / — / 平均目標 1,475.75 / 乖離 29.78% / 基準日 2026-08-01","評：TV_FULL 20.0人 — 平均1,475.75 乖離29.78%",reviewed_v1_3_1,v1.3.1採用,
AAOI,US,Applied Optoelectronics,光通信・CPO周辺,stock,113.1500015258789,2026-08-25,5.12868569481046,5.5200042724609375,55.0,42.0,32.0,62.88113174227926,2.694047655378069,見送り,レーティング：TV_FULL / 6.0人 / — / 平均目標 166.08 / 乖離 46.78% / 基準日 2026-08-01,評：TV_FULL 6.0人 — 平均166.08 乖離46.78%,reviewed_v1_3_1,v1.3.1採用,
