ticker,market,name,theme,asset_type,price,price_date,daily_pct,daily_diff,probe,core,strong,distance,gap_ratio,decision,rating,rating_brief,basis_status,basis_display,note
AVAV,US,AeroVironment,防衛ドローン,stock,186.72999572753906,2026-08-07,9.122254006413115,15.610000610351562,150.0,130.0,110.0,30.380762076551843,1.4363845825195312,見送り,レーティング：TV_FULL / 19.0人 / — / 平均目標 226.42 / 乖離 21.26% / 基準日 2026-08-01,評：TV_FULL 19.0人 — 平均226.42 乖離21.26%,reviewed_v1_3_1,v1.3.1採用,
AXON,US,Axon Enterprise,公共安全AI・防衛,stock,571.010009765625,2026-08-07,9.292574694932293,48.54998779296875,430.0,385.0,340.0,32.57561278863992,1.483142882508117,見送り,レーティング：TV_FULL / 17.0人 / — / 平均目標 688.65 / 乖離 20.60% / 基準日 2026-08-01,評：TV_FULL 17.0人 — 平均688.65 乖離20.60%,reviewed_v1_3_1,v1.3.1採用,
AUR,US,Aurora Innovation,自動運転・物流,stock,7.059999942779541,2026-08-07,4.129789444049385,0.2799997329711914,5.0,4.0,3.0,43.34277574476595,1.7649999856948853,見送り,レーティング：TV_FULL / 11.0人 / — / 平均目標 11.14 / 乖離 57.79% / 基準日 2026-08-01,評：TV_FULL 11.0人 — 平均11.14 乖離57.79%,reviewed_v1_3_1,v1.3.1採用,
TMDX,US,TransMedics,移植医療,stock,83.88999938964844,2026-08-07,4.58795704672707,3.6800003051757812,85.0,70.0,55.0,16.55739598367715,1.1984285627092635,打診買い,レーティング：TV_FULL / 10.0人 / — / 平均目標 109.6 / 乖離 30.65% / 基準日 2026-08-01,評：TV_FULL 10.0人 — 平均109.6 乖離30.65%,reviewed_v1_3_1,v1.3.1採用,
NOW,US,ServiceNow,業務AI・SaaS,stock,124.87999725341797,2026-08-07,6.416701216197669,7.529998779296875,90.0,80.0,70.0,35.93849955196856,1.5609999656677247,見送り,レーティング：TV_FULL / 43.0人 / — / 平均目標 140.51 / 乖離 12.52% / 基準日 2026-08-01,評：TV_FULL 43.0人 — 平均140.51 乖離12.52%,reviewed_v1_3_1,v1.3.1採用,日次価格桁チェック対象。
RDW,US,Redwire,宇宙インフラ,stock,13.59000015258789,2026-08-07,14.87743229275077,1.760000228881836,16.0,13.0,10.0,4.341428594285477,1.0453846271221454,打診買い,レーティング：TV_FULL / 6.0人 / — / 平均目標 17.17 / 乖離 26.34% / 基準日 2026-08-01,評：TV_FULL 6.0人 — 平均17.17 乖離26.34%,reviewed_v1_3_1,v1.3.1採用,
TRMB,US,Trimble,測位・建設DX,stock,59.5099983215332,2026-08-07,1.639622710473074,0.9599990844726562,52.0,45.0,39.0,24.38245459718469,1.3224444071451822,見送り,レーティング：TV_FULL / 11.0人 / — / 平均目標 81.27 / 乖離 36.57% / 基準日 2026-08-01,評：TV_FULL 11.0人 — 平均81.27 乖離36.57%,reviewed_v1_3_1,v1.3.1採用,
VEEV,US,Veeva Systems,ライフサイエンスSaaS,stock,230.47000122070312,2026-08-07,5.817262622321646,12.669998168945312,165.0,145.0,127.5,37.085087329372286,1.5894482842807112,見送り,レーティング：TV_FULL / 24.0人 / — / 平均目標 240.04 / 乖離 4.15% / 基準日 2026-08-01,評：TV_FULL 24.0人 — 平均240.04 乖離4.15%,reviewed_v1_3_1,v1.3.1採用,
PYPL,US,PayPal,決済・フィンテック,stock,59.06999969482422,2026-08-07,-1.187686682788198,-0.7099990844726562,45.0,40.0,35.0,32.28373081656738,1.4767499923706056,見送り,レーティング：TV_FULL / 32.0人 / — / 平均目標 54.59 / 乖離 -7.58% / 基準日 2026-08-01,評：TV_FULL 32.0人 — 平均54.59 乖離-7.58%,reviewed_v1_3_1,v1.3.1採用,
TEM,US,Tempus AI,AI医療・診断,stock,52.04999923706055,2026-08-07,12.85776331854187,5.930000305175781,42.0,34.0,26.0,34.67819308671309,1.5308823305017807,見送り,レーティング：TV_FULL / 14.0人 / — / 平均目標 65 / 乖離 24.88% / 基準日 2026-08-01,評：TV_FULL 14.0人 — 平均65 乖離24.88%,reviewed_v1_3_1,v1.3.1採用,
