ticker,market,name,theme,asset_type,price,price_date,daily_pct,daily_diff,probe,core,strong,distance,gap_ratio,decision,rating,rating_brief,basis_status,basis_display,note
AVAV,US,AeroVironment,防衛ドローン,stock,168.05999755859375,2026-08-05,-0.5679840785707547,-0.9600067138671875,150.0,130.0,110.0,22.646672683262544,1.2927692119891827,見送り,レーティング：TV_FULL / 19.0人 / — / 平均目標 226.42 / 乖離 34.73% / 基準日 2026-08-01,評：TV_FULL 19.0人 — 平均226.42 乖離34.73%,reviewed_v1_3_1,v1.3.1採用,
AXON,US,Axon Enterprise,公共安全AI・防衛,stock,609.489990234375,2026-08-05,0.37713734870001253,2.28997802734375,430.0,385.0,340.0,36.8324326619456,1.5830908837256494,見送り,レーティング：TV_FULL / 17.0人 / — / 平均目標 688.65 / 乖離 12.99% / 基準日 2026-08-01,評：TV_FULL 17.0人 — 平均688.65 乖離12.99%,reviewed_v1_3_1,v1.3.1採用,
AUR,US,Aurora Innovation,自動運転・物流,stock,6.690000057220459,2026-08-05,-7.468879120725473,-0.5399999618530273,5.0,4.0,3.0,40.20926807492573,1.6725000143051147,見送り,レーティング：TV_FULL / 11.0人 / — / 平均目標 11.14 / 乖離 66.52% / 基準日 2026-08-01,評：TV_FULL 11.0人 — 平均11.14 乖離66.52%,reviewed_v1_3_1,v1.3.1採用,
TMDX,US,TransMedics,移植医療,stock,76.48999786376953,2026-08-05,-5.275544441152284,-4.260002136230469,85.0,70.0,55.0,8.484766695023797,1.0927142551967075,打診買い,レーティング：TV_FULL / 10.0人 / — / 平均目標 109.6 / 乖離 43.29% / 基準日 2026-08-01,評：TV_FULL 10.0人 — 平均109.6 乖離43.29%,reviewed_v1_3_1,v1.3.1採用,
NOW,US,ServiceNow,業務AI・SaaS,stock,117.22000122070312,2026-08-05,-0.7787355457070739,-0.9199981689453125,90.0,80.0,70.0,31.75226141708094,1.465250015258789,見送り,レーティング：TV_FULL / 43.0人 / — / 平均目標 140.51 / 乖離 19.87% / 基準日 2026-08-01,評：TV_FULL 43.0人 — 平均140.51 乖離19.87%,reviewed_v1_3_1,v1.3.1採用,日次価格桁チェック対象。
RDW,US,Redwire,宇宙インフラ,stock,10.720000267028809,2026-08-05,0.8466618214389753,0.09000015258789062,16.0,13.0,10.0,-21.26865369568805,0.8246154051560622,本命買い,レーティング：TV_FULL / 6.0人 / — / 平均目標 17.17 / 乖離 60.17% / 基準日 2026-08-01,評：TV_FULL 6.0人 — 平均17.17 乖離60.17%,reviewed_v1_3_1,v1.3.1採用,
TRMB,US,Trimble,測位・建設DX,stock,58.58000183105469,2026-08-05,-2.0565114763324543,-1.2299995422363281,52.0,45.0,39.0,23.18197577087749,1.3017778184678819,見送り,レーティング：TV_FULL / 11.0人 / — / 平均目標 81.27 / 乖離 38.73% / 基準日 2026-08-01,評：TV_FULL 11.0人 — 平均81.27 乖離38.73%,reviewed_v1_3_1,v1.3.1採用,
VEEV,US,Veeva Systems,ライフサイエンスSaaS,stock,213.50999450683594,2026-08-05,0.7788133162139506,1.649993896484375,165.0,145.0,127.5,32.087488300058226,1.4724827207367996,見送り,レーティング：TV_FULL / 24.0人 / — / 平均目標 240.04 / 乖離 12.43% / 基準日 2026-08-01,評：TV_FULL 24.0人 — 平均240.04 乖離12.43%,reviewed_v1_3_1,v1.3.1採用,
PYPL,US,PayPal,決済・フィンテック,stock,57.93000030517578,2026-08-05,-1.042023575011192,-0.6100006103515625,45.0,40.0,35.0,30.95114830091554,1.4482500076293945,見送り,レーティング：TV_FULL / 32.0人 / — / 平均目標 54.59 / 乖離 -5.77% / 基準日 2026-08-01,評：TV_FULL 32.0人 — 平均54.59 乖離-5.77%,reviewed_v1_3_1,v1.3.1採用,
TEM,US,Tempus AI,AI医療・診断,stock,46.70000076293945,2026-08-05,-0.7438862482390977,-0.34999847412109375,42.0,34.0,26.0,27.19486200312446,1.3735294342041016,見送り,レーティング：TV_FULL / 14.0人 / — / 平均目標 65 / 乖離 39.19% / 基準日 2026-08-01,評：TV_FULL 14.0人 — 平均65 乖離39.19%,reviewed_v1_3_1,v1.3.1採用,
FICO,US,Fair Isaac,信用スコア・分析,stock,1091.550048828125,2026-08-05,4.256015722153653,44.56005859375,1250.0,1100.0,950.0,-0.7741240249081355,0.9923182262073864,本命近接,"レーティング：TV_FULL / 20.0人 / — / 平均目標 1,475.75 / 乖離 35.20% / 基準日 2026-08-01","評：TV_FULL 20.0人 — 平均1,475.75 乖離35.20%",reviewed_v1_3_1,v1.3.1採用,
AAOI,US,Applied Optoelectronics,光通信・CPO周辺,stock,128.55999755859375,2026-08-05,-2.3323005472437037,-3.07000732421875,55.0,42.0,32.0,67.33042875109135,3.0609523228236606,見送り,レーティング：TV_FULL / 6.0人 / — / 平均目標 166.08 / 乖離 29.18% / 基準日 2026-08-01,評：TV_FULL 6.0人 — 平均166.08 乖離29.18%,reviewed_v1_3_1,v1.3.1採用,
