ticker,market,name,theme,asset_type,price,price_date,daily_pct,daily_diff,probe,core,strong,distance,gap_ratio,decision,rating,rating_brief,basis_status,basis_display,note
AVAV,US,AeroVironment,防衛ドローン,stock,154.24000549316406,2026-07-27,3.1636754465346852,4.730010986328125,150.0,130.0,110.0,15.715770636586488,1.1864615807166465,見送り,レーティング：TV_FULL / 17.0人 / — / 平均目標 241.47 / 乖離 56.55% / 基準日 2026-07-04,評：TV_FULL 17.0人 — 平均241.47 乖離56.55%,reviewed_v1_3_1,v1.3.1採用,
AXON,US,Axon Enterprise,公共安全AI・防衛,stock,525.47998046875,2026-07-27,4.6064387266696265,23.139984130859375,430.0,385.0,340.0,26.73365031783628,1.3648830661525975,見送り,レーティング：TV_FULL / 17.0人 / — / 平均目標 676.88 / 乖離 28.81% / 基準日 2026-07-04,評：TV_FULL 17.0人 — 平均676.88 乖離28.81%,reviewed_v1_3_1,v1.3.1採用,
AUR,US,Aurora Innovation,自動運転・物流,stock,6.210000038146973,2026-07-27,4.369751885991198,0.26000022888183594,5.0,4.0,3.0,35.587762070391605,1.5525000095367432,見送り,レーティング：TV_FULL / 11.0人 / — / 平均目標 11.14 / 乖離 79.39% / 基準日 2026-07-04,評：TV_FULL 11.0人 — 平均11.14 乖離79.39%,reviewed_v1_3_1,v1.3.1採用,
TMDX,US,TransMedics,移植医療,stock,74.27999877929688,2026-07-27,2.79545610759621,2.0199966430664062,85.0,70.0,55.0,5.761980142209945,1.061142839704241,打診買い,レーティング：TV_FULL / 9.0人 / — / 平均目標 117.33 / 乖離 57.96% / 基準日 2026-07-04,評：TV_FULL 9.0人 — 平均117.33 乖離57.96%,reviewed_v1_3_1,v1.3.1採用,
NOW,US,ServiceNow,業務AI・SaaS,stock,105.55999755859375,2026-07-27,6.863736447745213,6.779998779296875,90.0,80.0,70.0,24.213715564369945,1.3194999694824219,見送り,レーティング：TV_FULL / 42.0人 / — / 平均目標 140.38 / 乖離 32.99% / 基準日 2026-07-04,評：TV_FULL 42.0人 — 平均140.38 乖離32.99%,reviewed_v1_3_1,v1.3.1採用,日次価格桁チェック対象。
RDW,US,Redwire,宇宙インフラ,stock,8.829999923706055,2026-07-27,1.6110512092404352,0.1400003433227539,16.0,13.0,10.0,-47.22536933549312,0.6792307633620042,強く買いたい,レーティング：TV_FULL / 7.0人 / — / 平均目標 15.71 / 乖離 77.92% / 基準日 2026-07-04,評：TV_FULL 7.0人 — 平均15.71 乖離77.92%,reviewed_v1_3_1,v1.3.1採用,
TRMB,US,Trimble,測位・建設DX,stock,55.77000045776367,2026-07-27,5.40540657455974,2.8600006103515625,52.0,45.0,39.0,19.311458435292863,1.2393333435058593,見送り,レーティング：TV_FULL / 12.0人 / — / 平均目標 84.08 / 乖離 50.76% / 基準日 2026-07-04,評：TV_FULL 12.0人 — 平均84.08 乖離50.76%,reviewed_v1_3_1,v1.3.1採用,
VEEV,US,Veeva Systems,ライフサイエンスSaaS,stock,194.4600067138672,2026-07-27,4.413660319079426,8.220001220703125,165.0,145.0,127.5,25.434539240062737,1.3411034945783944,見送り,レーティング：TV_FULL / 23.0人 / — / 平均目標 241.43 / 乖離 24.15% / 基準日 2026-07-04,評：TV_FULL 23.0人 — 平均241.43 乖離24.15%,reviewed_v1_3_1,v1.3.1採用,
PYPL,US,PayPal,決済・フィンテック,stock,56.06999969482422,2026-07-27,-0.1424787691551808,-0.0800018310546875,45.0,40.0,35.0,28.660602429622678,1.4017499923706054,見送り,レーティング：TV_FULL / 31.0人 / — / 平均目標 47.11 / 乖離 -15.98% / 基準日 2026-07-04,評：TV_FULL 31.0人 — 平均47.11 乖離-15.98%,reviewed_v1_3_1,v1.3.1採用,
TEM,US,Tempus AI,AI医療・診断,stock,42.90999984741211,2026-07-27,0.515346047740281,0.220001220703125,42.0,34.0,26.0,20.764390303183532,1.2620588190415327,見送り,レーティング：TV_FULL / 16.0人 / — / 平均目標 66.06 / 乖離 53.95% / 基準日 2026-07-04,評：TV_FULL 16.0人 — 平均66.06 乖離53.95%,reviewed_v1_3_1,v1.3.1採用,
