ticker,market,name,theme,asset_type,price,price_date,daily_pct,daily_diff,probe,core,strong,distance,gap_ratio,decision,rating,rating_brief,basis_status,basis_display,note
AVAV,US,AeroVironment,防衛ドローン,stock,189.14999389648438,2026-08-10,1.2959879099854816,2.4199981689453125,150.0,130.0,110.0,31.2714754454897,1.4549999530498798,見送り,レーティング：TV_FULL / 19.0人 / — / 平均目標 226.42 / 乖離 19.70% / 基準日 2026-08-01,評：TV_FULL 19.0人 — 平均226.42 乖離19.70%,reviewed_v1_3_1,v1.3.1採用,
AXON,US,Axon Enterprise,公共安全AI・防衛,stock,596.3300170898438,2026-08-10,4.43424929356519,25.32000732421875,430.0,385.0,340.0,35.43843359104369,1.5489091352982955,見送り,レーティング：TV_FULL / 17.0人 / — / 平均目標 688.65 / 乖離 15.48% / 基準日 2026-08-01,評：TV_FULL 17.0人 — 平均688.65 乖離15.48%,reviewed_v1_3_1,v1.3.1採用,
AUR,US,Aurora Innovation,自動運転・物流,stock,6.980000019073486,2026-08-10,-1.1331434044538888,-0.07999992370605469,5.0,4.0,3.0,42.69340989871583,1.7450000047683716,見送り,レーティング：TV_FULL / 11.0人 / — / 平均目標 11.14 / 乖離 59.60% / 基準日 2026-08-01,評：TV_FULL 11.0人 — 平均11.14 乖離59.60%,reviewed_v1_3_1,v1.3.1採用,
TMDX,US,TransMedics,移植医療,stock,88.41000366210938,2026-08-10,5.388013237986364,4.5200042724609375,85.0,70.0,55.0,20.823439542509043,1.2630000523158482,見送り,レーティング：TV_FULL / 10.0人 / — / 平均目標 109.6 / 乖離 23.97% / 基準日 2026-08-01,評：TV_FULL 10.0人 — 平均109.6 乖離23.97%,reviewed_v1_3_1,v1.3.1採用,
NOW,US,ServiceNow,業務AI・SaaS,stock,127.44000244140625,2026-08-10,2.049972168715926,2.5600051879882812,90.0,80.0,70.0,37.22536215676705,1.5930000305175782,見送り,レーティング：TV_FULL / 43.0人 / — / 平均目標 140.51 / 乖離 10.26% / 基準日 2026-08-01,評：TV_FULL 43.0人 — 平均140.51 乖離10.26%,reviewed_v1_3_1,v1.3.1採用,日次価格桁チェック対象。
RDW,US,Redwire,宇宙インフラ,stock,13.119999885559082,2026-08-10,-3.458427238790783,-0.4700002670288086,16.0,13.0,10.0,0.9146332820563776,1.0092307604276216,打診買い,レーティング：TV_FULL / 6.0人 / — / 平均目標 17.17 / 乖離 30.87% / 基準日 2026-08-01,評：TV_FULL 6.0人 — 平均17.17 乖離30.87%,reviewed_v1_3_1,v1.3.1採用,
TRMB,US,Trimble,測位・建設DX,stock,58.439998626708984,2026-08-10,-1.798016677874864,-1.0699996948242188,52.0,45.0,39.0,22.997944802425895,1.2986666361490886,見送り,レーティング：TV_FULL / 11.0人 / — / 平均目標 81.27 / 乖離 39.07% / 基準日 2026-08-01,評：TV_FULL 11.0人 — 平均81.27 乖離39.07%,reviewed_v1_3_1,v1.3.1採用,
VEEV,US,Veeva Systems,ライフサイエンスSaaS,stock,234.69000244140625,2026-08-10,1.8310414363481342,4.220001220703125,165.0,145.0,127.5,38.21637117405487,1.6185517409752155,見送り,レーティング：TV_FULL / 24.0人 / — / 平均目標 240.04 / 乖離 2.28% / 基準日 2026-08-01,評：TV_FULL 24.0人 — 平均240.04 乖離2.28%,reviewed_v1_3_1,v1.3.1採用,
PYPL,US,PayPal,決済・フィンテック,stock,59.06999969482422,2026-08-10,0.0,0.0,45.0,40.0,35.0,32.28373081656738,1.4767499923706056,見送り,レーティング：TV_FULL / 32.0人 / — / 平均目標 54.59 / 乖離 -7.58% / 基準日 2026-08-01,評：TV_FULL 32.0人 — 平均54.59 乖離-7.58%,reviewed_v1_3_1,v1.3.1採用,
TEM,US,Tempus AI,AI医療・診断,stock,55.060001373291016,2026-08-10,5.7829052456302295,3.0100021362304688,42.0,34.0,26.0,38.24918424994262,1.6194118050967945,見送り,レーティング：TV_FULL / 14.0人 / — / 平均目標 65 / 乖離 18.05% / 基準日 2026-08-01,評：TV_FULL 14.0人 — 平均65 乖離18.05%,reviewed_v1_3_1,v1.3.1採用,
