ticker,market,name,theme,asset_type,price,price_date,daily_pct,daily_diff,probe,core,strong,distance,gap_ratio,decision,rating,rating_brief,basis_status,basis_display,note
AVAV,US,AeroVironment,防衛ドローン,stock,140.8000030517578,2026-09-09,-5.363621315373676,-7.9799957275390625,150.0,130.0,110.0,7.670456546643506,1.0830769465519832,打診買い,レーティング：TV_FULL / 18.0人 / — / 平均目標 225.11 / 乖離 59.88% / 基準日 2026-09-05,評：TV_FULL 18.0人 — 平均225.11 乖離59.88%,reviewed_v1_3_1,v1.3.1採用,
AXON,US,Axon Enterprise,公共安全AI・防衛,stock,490.0,2026-09-09,-3.0528446865794026,-15.42999267578125,430.0,385.0,340.0,21.428571428571427,1.2727272727272727,見送り,レーティング：TV_FULL / 17.0人 / — / 平均目標 725 / 乖離 47.96% / 基準日 2026-09-05,評：TV_FULL 17.0人 — 平均725 乖離47.96%,reviewed_v1_3_1,v1.3.1採用,
AUR,US,Aurora Innovation,自動運転・物流,stock,6.5,2026-09-09,-0.15361334147838557,-0.010000228881835938,5.0,4.0,3.0,38.46153846153847,1.625,見送り,レーティング：TV_FULL / 11.0人 / — / 平均目標 11.14 / 乖離 71.38% / 基準日 2026-09-05,評：TV_FULL 11.0人 — 平均11.14 乖離71.38%,reviewed_v1_3_1,v1.3.1採用,
TMDX,US,TransMedics,移植医療,stock,86.4000015258789,2026-09-09,-2.118494605532975,-1.8699951171875,85.0,70.0,55.0,18.98148291231998,1.2342857360839843,見送り,レーティング：TV_FULL / 10.0人 / — / 平均目標 97.3 / 乖離 12.62% / 基準日 2026-09-05,評：TV_FULL 10.0人 — 平均97.3 乖離12.62%,reviewed_v1_3_1,v1.3.1採用,
NOW,US,ServiceNow,業務AI・SaaS,stock,131.11000061035156,2026-09-09,-2.3098174118452808,-3.100006103515625,90.0,80.0,70.0,38.982534034338386,1.6388750076293945,見送り,レーティング：TV_FULL / 44.0人 / — / 平均目標 142.25 / 乖離 8.50% / 基準日 2026-09-05,評：TV_FULL 44.0人 — 平均142.25 乖離8.50%,reviewed_v1_3_1,v1.3.1採用,日次価格桁チェック対象。
RDW,US,Redwire,宇宙インフラ,stock,10.699999809265137,2026-09-09,-4.719499150270205,-0.5299997329711914,16.0,13.0,10.0,-21.495329268541592,0.8230769084050105,本命買い,レーティング：TV_FULL / 8.0人 / — / 平均目標 14.69 / 乖離 37.29% / 基準日 2026-09-05,評：TV_FULL 8.0人 — 平均14.69 乖離37.29%,reviewed_v1_3_1,v1.3.1採用,
TRMB,US,Trimble,測位・建設DX,stock,57.400001525878906,2026-09-09,-2.347732701729866,-1.3799972534179688,52.0,45.0,39.0,21.602789540499124,1.2755555894639756,見送り,レーティング：TV_FULL / 11.0人 / — / 平均目標 80.22 / 乖離 39.76% / 基準日 2026-09-05,評：TV_FULL 11.0人 — 平均80.22 乖離39.76%,reviewed_v1_3_1,v1.3.1採用,
VEEV,US,Veeva Systems,ライフサイエンスSaaS,stock,260.79998779296875,2026-09-09,-1.5254525754363453,-4.040008544921875,165.0,145.0,127.5,44.40183788846433,1.79862060546875,見送り,レーティング：TV_FULL / 25.0人 / — / 平均目標 295.2 / 乖離 13.19% / 基準日 2026-09-05,評：TV_FULL 25.0人 — 平均295.2 乖離13.19%,reviewed_v1_3_1,v1.3.1採用,
PYPL,US,PayPal,決済・フィンテック,stock,52.16999816894531,2026-09-09,-1.899214235491777,-1.0100021362304688,45.0,40.0,35.0,23.327580211014116,1.3042499542236328,見送り,レーティング：TV_FULL / 31.0人 / — / 平均目標 56.13 / 乖離 7.59% / 基準日 2026-09-05,評：TV_FULL 31.0人 — 平均56.13 乖離7.59%,reviewed_v1_3_1,v1.3.1採用,
TEM,US,Tempus AI,AI医療・診断,stock,61.279998779296875,2026-09-09,-4.681913351013022,-3.0100021362304688,42.0,34.0,26.0,44.516970174146415,1.8023529052734375,見送り,レーティング：TV_FULL / 15.0人 / — / 平均目標 66.73 / 乖離 8.89% / 基準日 2026-09-05,評：TV_FULL 15.0人 — 平均66.73 乖離8.89%,reviewed_v1_3_1,v1.3.1採用,
FICO,US,Fair Isaac,信用スコア・分析,stock,983.1900024414062,2026-09-09,5.3455496947359284,49.8900146484375,1250.0,1100.0,950.0,-11.880714538241564,0.8938090931285512,本命買い,"レーティング：TV_FULL / 19.0人 / — / 平均目標 1,443.32 / 乖離 46.80% / 基準日 2026-09-05","評：TV_FULL 19.0人 — 平均1,443.32 乖離46.80%",reviewed_v1_3_1,v1.3.1採用,
AAOI,US,Applied Optoelectronics,光通信・CPO周辺,stock,107.93000030517578,2026-09-09,-3.24518390636206,-3.6200027465820312,55.0,42.0,32.0,61.08588911216199,2.5697619120279946,見送り,レーティング：TV_FULL / 6.0人 / — / 平均目標 170.5 / 乖離 57.97% / 基準日 2026-09-05,評：TV_FULL 6.0人 — 平均170.5 乖離57.97%,reviewed_v1_3_1,v1.3.1採用,
OUST,US,Ouster,LiDAR・ロボティクス,stock,36.2400016784668,2026-09-09,-3.33422231004584,-1.25,20.0,15.0,11.0,58.609273440203104,2.4160001118977865,見送り,レーティング：TV_FULL / 6.0人 / — / 平均目標 58.5 / 乖離 61.42% / 基準日 2026-09-05,評：TV_FULL 6.0人 — 平均58.5 乖離61.42%,reviewed_v1_3_1,v1.3.1採用,
APH,US,Amphenol,コネクタ・AIインフラ,stock,81.33999633789062,2026-09-09,-0.513705708617791,-0.42000579833984375,105.0,90.0,75.0,-10.646673287438155,0.9037777370876736,本命買い,レーティング：TV_FULL / 15.0人 / — / 平均目標 99.8 / 乖離 22.69% / 基準日 2026-09-05,評：TV_FULL 15.0人 — 平均99.8 乖離22.69%,reviewed_v1_3_1,v1.3.1採用,
ASPI,US,ASP Isotopes,核燃料・同位体,stock,3.819999933242798,2026-09-09,-9.478670067201273,-0.39999985694885254,5.5,4.2,3.2,-9.947645900470482,0.9095237936292375,本命買い,レーティング：TV_FULL / 3.0人 / — / 平均目標 13 / 乖離 240.31% / 基準日 2026-09-05,評：TV_FULL 3.0人 — 平均13 乖離240.31%,reviewed_v1_3_1,v1.3.1採用,
NBIS,US,Nebius,AIクラウド,stock,240.35000610351562,2026-09-09,-1.4474326343371549,-3.529998779296875,140.0,105.0,80.0,56.31371028350303,2.2890476771763395,見送り,レーティング：TV_FULL / 18.0人 / — / 平均目標 294.33 / 乖離 22.46% / 基準日 2026-09-05,評：TV_FULL 18.0人 — 平均294.33 乖離22.46%,reviewed_v1_3_1,v1.3.1採用,
EWY,US,iShares MSCI South Korea ETF,韓国ETF・半導体,etf,190.77999877929688,2026-09-09,0.45810915718553086,0.8699951171875,,,,,,価格スケール確認待ち,レーティング：対象外（ETF）,評：ETF対象外,scale_rebase_pending_v1_3_1,v1.3.1：価格スケール確認待ち,通常買い場判定から一時除外。価格スケール/分割/逆分割/取得ソース確認待ち。
ISRG,US,Intuitive Surgical,医療ロボット,stock,353.239990234375,2026-09-09,0.8795940541620769,3.079986572265625,430.0,380.0,340.0,-7.575588977870177,0.9295789216694079,本命買い,レーティング：TV_FULL / 28.0人 / — / 平均目標 479.86 / 乖離 35.85% / 基準日 2026-09-05,評：TV_FULL 28.0人 — 平均479.86 乖離35.85%,reviewed_v1_3_1,v1.3.1採用,
SPGI,US,S&P Global,指数・格付け,stock,418.3599853515625,2026-09-09,-2.5506073162288176,-10.95001220703125,420.0,380.0,340.0,9.169133448393078,1.100947329872533,打診近接,レーティング：TV_FULL / 22.0人 / — / 平均目標 519.27 / 乖離 24.12% / 基準日 2026-09-05,評：TV_FULL 22.0人 — 平均519.27 乖離24.12%,reviewed_v1_3_1,v1.3.1採用,
MELI,US,MercadoLibre,中南米EC・決済,stock,1876.3299560546875,2026-09-09,-2.5915662009247242,-49.9200439453125,1700.0,1550.0,1400.0,17.391928056238758,1.2105354555191532,見送り,"レーティング：TV_FULL / 22.0人 / — / 平均目標 2,300.27 / 乖離 22.59% / 基準日 2026-09-05","評：TV_FULL 22.0人 — 平均2,300.27 乖離22.59%",reviewed_v1_3_1,v1.3.1採用,
TMO,US,Thermo Fisher,ライフサイエンス,stock,605.6900024414062,2026-09-09,0.44276853565023055,2.66998291015625,460.0,420.0,380.0,30.6575974001436,1.4421190534319197,見送り,レーティング：TV_FULL / 24.0人 / — / 平均目標 650.38 / 乖離 7.38% / 基準日 2026-09-05,評：TV_FULL 24.0人 — 平均650.38 乖離7.38%,reviewed_v1_3_1,v1.3.1採用,
META,US,Meta Platforms,AI・広告・SNS,stock,653.6900024414062,2026-09-09,6.554414692054405,40.21002197265625,540.0,500.0,450.0,23.511144711928235,1.3073800048828126,見送り,レーティング：TV_FULL / 54.0人 / — / 平均目標 745.38 / 乖離 14.03% / 基準日 2026-09-05,評：TV_FULL 54.0人 — 平均745.38 乖離14.03%,reviewed_v1_3_1,v1.3.1採用,
IONQ,US,IonQ,量子コンピュータ,stock,38.13999938964844,2026-09-09,-5.757355475103704,-2.3300018310546875,32.0,25.0,18.0,34.45201782885911,1.5255999755859375,見送り,レーティング：TV_FULL / 12.0人 / — / 平均目標 69.58 / 乖離 82.43% / 基準日 2026-09-05,評：TV_FULL 12.0人 — 平均69.58 乖離82.43%,reviewed_v1_3_1,v1.3.1採用,
RGTI,US,Rigetti,量子コンピュータ,stock,15.239999771118164,2026-09-09,-3.605317099114627,-0.5700006484985352,10.0,7.0,5.0,54.06824077999046,2.177142824445452,見送り,レーティング：TV_FULL / 11.0人 / — / 平均目標 29.55 / 乖離 93.90% / 基準日 2026-09-05,評：TV_FULL 11.0人 — 平均29.55 乖離93.90%,reviewed_v1_3_1,v1.3.1採用,超小型/高ボラ枠。判定が出ても投資サイズ制限。 / 日次価格桁チェック対象。
SDGR,US,Schrodinger,AI創薬,stock,19.200000762939453,2026-09-09,-4.1437838005639005,-0.8299999237060547,15.0,12.0,10.0,37.50000248352677,1.6000000635782878,見送り,レーティング：TV_FULL / 7.0人 / — / 平均目標 21.43 / 乖離 11.61% / 基準日 2026-09-05,評：TV_FULL 7.0人 — 平均21.43 乖離11.61%,reviewed_v1_3_1,v1.3.1採用,
RXRX,US,Recursion,AI創薬,stock,3.2149999141693115,2026-09-09,-6.540701724085114,-0.22500014305114746,3.5,2.8,2.2,12.90824028766853,1.1482142550604684,打診買い,レーティング：TV_CACHE / 6.0人 / — / 平均目標 7.25 / 乖離 125.51% / 35日古,評：TV_CACHE 6.0人 — 平均7.25 乖離125.51% / 35日古,reviewed_v1_3_1,v1.3.1採用,
