month,review_date,ticker,market,name,theme,asset_type,price,price_date,probe_price,core_price,strong_price,distance_to_probe_pct,distance_to_core_pct,pct_1m,pct_3m,pct_6m,drawdown_1y_pct,up_from_low_1y_pct,current_decision,basis_status,basis_type,review_category,proposed_action,review_reason,suggested_probe_price,suggested_core_price,suggested_strong_price,auto_apply
2026-07,2026-07-28,AVAV,US,AeroVironment,防衛ドローン,stock,154.24000549316406,2026-07-27,150.0,130.0,110.0,2.748966119138254,15.715770636586488,12.847537136643647,-21.41837861605239,-49.88139545307423,-62.36488042683358,12.847537136643647,見送り,reviewed_v1_3_1,精査維持_v1.3.1,大幅ドローダウン中,人間レビュー,1年高値から-62.36%。割安化か業績悪化か確認。,150.0,130.0,110.0,NO
2026-07,2026-07-28,AXON,US,Axon Enterprise,公共安全AI・防衛,stock,525.47998046875,2026-07-27,430.0,385.0,340.0,18.170051004336624,26.73365031783628,15.052649886954736,33.832508370104584,-13.471323505837631,-39.667267742361375,51.89916654919185,見送り,reviewed_v1_3_1,精査維持_v1.3.1,維持,維持,大きな異常なし。基準維持。,430.0,385.0,340.0,NO
2026-07,2026-07-28,AUR,US,Aurora Innovation,自動運転・物流,stock,6.210000038146973,2026-07-27,5.0,4.0,3.0,19.484702587989506,35.587762070391605,-0.4807649690957547,26.47658311883754,35.58952274221766,-26.07142475997492,64.72148725636877,見送り,reviewed_v1_3_1,精査維持_v1.3.1,維持,維持,大きな異常なし。基準維持。,5.0,4.0,3.0,NO
2026-07,2026-07-28,TMDX,US,TransMedics,移植医療,stock,74.27999877929688,2026-07-27,85.0,70.0,55.0,-14.431881255887923,5.761980142209945,-4.296848774416349,-34.387422153521804,-46.20899359172832,-50.61826905763637,19.729203228793168,打診買い,reviewed_v1_3_1,精査修正_v1.3.1,買い場発火中,基準維持/投資判断確認,現在判定：打診買い,85.0,70.0,55.0,NO
2026-07,2026-07-28,NOW,US,ServiceNow,業務AI・SaaS,stock,105.55999755859375,2026-07-27,90.0,80.0,70.0,14.740430009916189,24.213715564369945,17.91778543008881,17.067760565785147,-20.697169953746762,-46.85863980923134,27.18071995011295,見送り,reviewed_v1_3_1,精査維持_v1.3.1,大幅ドローダウン中,人間レビュー,1年高値から-46.86%。割安化か業績悪化か確認。,90.0,80.0,70.0,NO
2026-07,2026-07-28,RDW,US,Redwire,宇宙インフラ,stock,8.829999923706055,2026-07-27,16.0,13.0,10.0,-81.20045456676077,-47.22536933549312,-18.240742891086597,-8.78099539950677,-29.47284663851144,-65.90733569977124,74.50592931935076,強く買いたい,reviewed_v1_3_1,精査維持_v1.3.1,買い場発火中,基準維持/投資判断確認,現在判定：強く買いたい,16.0,13.0,10.0,NO
2026-07,2026-07-28,TRMB,US,Trimble,測位・建設DX,stock,55.77000045776367,2026-07-27,52.0,45.0,39.0,6.75990752522731,19.311458435292863,11.228562298861068,-16.81085964178946,-21.97817873723707,-34.53457112397394,14.119094898070617,見送り,reviewed_v1_3_1,精査維持_v1.3.1,維持,維持,大きな異常なし。基準維持。,52.0,45.0,39.0,NO
2026-07,2026-07-28,VEEV,US,Veeva Systems,ライフサイエンスSaaS,stock,194.4600067138672,2026-07-27,165.0,145.0,127.5,15.149648100761048,25.434539240062737,20.520606977299728,24.534110992523924,-13.680749392947009,-36.4966344658482,28.415780307283793,見送り,reviewed_v1_3_1,精査維持_v1.3.1,維持,維持,大きな異常なし。基準維持。,165.0,145.0,127.5,NO
2026-07,2026-07-28,PYPL,US,PayPal,決済・フィンテック,stock,56.06999969482422,2026-07-27,45.0,40.0,35.0,19.743177733325513,28.660602429622678,32.30296904595576,11.073692954198165,-0.9713868729001731,-28.317567348766907,43.474915731115786,見送り,reviewed_v1_3_1,精査維持_v1.3.1,維持,維持,大きな異常なし。基準維持。,45.0,40.0,35.0,NO
2026-07,2026-07-28,TEM,US,Tempus AI,AI医療・診断,stock,42.90999984741211,2026-07-27,42.0,34.0,26.0,2.1207174333443657,20.764390303183532,-21.79697342316284,-17.670758390669068,-34.30802197200227,-58.44067811388658,1.274488858013579,見送り,reviewed_v1_3_1,精査維持_v1.3.1,大幅ドローダウン中,人間レビュー,1か月騰落 -21.80%。悪材料/決算/需給を確認。 / 1年高値から-58.44%。割安化か業績悪化か確認。,42.0,34.0,26.0,NO
2026-07,2026-07-28,FICO,US,Fair Isaac,信用スコア・分析,stock,1280.5699462890625,2026-07-27,1250.0,1100.0,950.0,2.387214097726604,14.100748405999411,12.297208259983632,30.702410133619995,-17.751373746778988,-31.86827096796485,38.834735850916914,見送り,reviewed_v1_3_1,精査維持_v1.3.1,維持,維持,大きな異常なし。基準維持。,1250.0,1100.0,950.0,NO
2026-07,2026-07-28,AAOI,US,Applied Optoelectronics,光通信・CPO周辺,stock,97.81999969482422,2026-07-27,55.0,42.0,32.0,43.77427911307781,57.063994959077604,-29.392230088540412,-39.68058161231686,173.85217343757608,-56.154192282075975,401.89841376900216,見送り,reviewed_v1_3_1,精査維持_v1.3.1,大幅ドローダウン中,人間レビュー,1か月騰落 -29.39%。悪材料/決算/需給を確認。 / 1年高値から-56.15%。割安化か業績悪化か確認。,55.0,42.0,32.0,NO
2026-07,2026-07-28,OUST,US,Ouster,LiDAR・ロボティクス,stock,35.13999938964844,2026-07-27,20.0,15.0,11.0,43.08480265400456,57.31360199050343,-15.973219402013816,24.521616742276844,41.465375095770554,-43.793987312287705,111.30487770889684,見送り,reviewed_v1_3_1,精査維持_v1.3.1,大幅ドローダウン中,人間レビュー,1年高値から-43.79%。割安化か業績悪化か確認。,20.0,15.0,11.0,NO
2026-07,2026-07-28,APH,US,Amphenol,コネクタ・AIインフラ,stock,149.27999877929688,2026-07-27,105.0,90.0,75.0,29.66237884605202,39.710610439473164,-9.60944335676741,-0.28722724953994816,-1.132529738165091,-15.335757385263985,43.111880235106185,見送り,reviewed_v1_3_1,高品質AIインフラ慎重化_v1.3.1,維持,維持,大きな異常なし。基準維持。,105.0,90.0,75.0,NO
2026-07,2026-07-28,ASPI,US,ASP Isotopes,核燃料・同位体,stock,4.050000190734863,2026-07-27,5.5,4.2,3.2,-35.80246274018169,-3.7036988197751115,-36.22046847937379,-24.299060506001776,-52.240561210374715,-71.17437625797616,4.651170813917928,本命買い,reviewed_v1_3_1,精査維持_v1.3.1,急落確認,要確認,現在判定：本命買い / 1か月騰落 -36.22%。悪材料/決算/需給を確認。,5.5,4.2,3.2,NO
2026-07,2026-07-28,NBIS,US,Nebius,AIクラウド,stock,187.8800048828125,2026-07-27,140.0,105.0,80.0,25.484353650446717,44.11326523783504,-26.7895408533363,27.670562793814113,98.81481998181218,-34.46579815031693,272.7777761799108,見送り,reviewed_v1_3_1,AIクラウド条件付き慎重化_v1.3.1,急落確認,要確認,1か月騰落 -26.79%。悪材料/決算/需給を確認。,140.0,105.0,80.0,NO
2026-07,2026-07-28,EWY,US,iShares MSCI South Korea ETF,韓国ETF・半導体,etf,161.1999969482422,2026-07-27,,,,,,-21.365855147198936,4.289311839208679,36.6449057219747,-26.45985438297932,128.16701127627726,基準未設定,scale_rebase_pending_v1_3_1,価格スケール確認待ち_v1.3.1,価格スケール確認待ち,要確認継続,価格スケール確認待ち。自動上書きしない。,,,,NO
2026-07,2026-07-28,ISRG,US,Intuitive Surgical,医療ロボット,stock,356.8299865722656,2026-07-27,430.0,380.0,340.0,-20.505567407776113,-6.493292127802144,-10.723314470549914,-26.002657361997066,-31.9013734570274,-39.81108184754563,7.472440931130844,本命買い,reviewed_v1_3_1,精査修正_v1.3.1,買い場発火中,基準維持/投資判断確認,現在判定：本命買い,430.0,380.0,340.0,NO
2026-07,2026-07-28,SPGI,US,S&P Global,指数・格付け,stock,439.8299865722656,2026-07-27,420.0,380.0,340.0,4.508557210209106,13.602980333046332,15.54623657655342,5.892605955249481,-13.87545624077382,-17.59278763377411,18.973355467631066,見送り,reviewed_v1_3_1,精査修正_v1.3.1,維持,維持,大きな異常なし。基準維持。,420.0,380.0,340.0,NO
2026-07,2026-07-28,MELI,US,MercadoLibre,中南米EC・決済,stock,1819.739990234375,2026-07-27,1700.0,1550.0,1400.0,6.580060386481532,14.82299623473316,9.651298175377672,0.5825801098254999,-15.508299931079511,-27.528404900644464,17.644695942096053,見送り,reviewed_v1_3_1,精査修正_v1.3.1,維持,維持,大きな異常なし。基準維持。,1700.0,1550.0,1400.0,NO
2026-07,2026-07-28,TMO,US,Thermo Fisher,ライフサイエンス,stock,559.530029296875,2026-07-27,460.0,420.0,380.0,17.788147925134226,24.93700462729647,13.679401751319567,19.89072523286409,-12.498237764405733,-12.498237764405733,27.6474960011557,見送り,reviewed_v1_3_1,精査維持_v1.3.1,維持,維持,大きな異常なし。基準維持。,460.0,420.0,380.0,NO
2026-07,2026-07-28,META,US,Meta Platforms,AI・広告・SNS,stock,593.8699951171875,2026-07-27,540.0,500.0,450.0,9.071008059020967,15.806488943537932,9.394514424948243,-12.023173882238313,-9.850326930367888,-24.826582896558545,12.963179679652487,見送り,reviewed_v1_3_1,精査修正_v1.3.1,維持,維持,大きな異常なし。基準維持。,540.0,500.0,450.0,NO
2026-07,2026-07-28,IONQ,US,IonQ,量子コンピュータ,stock,35.91999816894531,2026-07-27,32.0,25.0,18.0,10.913135770520036,30.400887320718777,-28.955701753757225,-15.858516457126385,-23.978839854083994,-56.24314804316105,35.08837142841977,見送り,reviewed_v1_3_1,精査維持_v1.3.1,大幅ドローダウン中,人間レビュー,1か月騰落 -28.96%。悪材料/決算/需給を確認。 / 1年高値から-56.24%。割安化か業績悪化か確認。,32.0,25.0,18.0,NO
2026-07,2026-07-28,RGTI,US,Rigetti,量子コンピュータ,stock,15.640000343322754,2026-07-27,10.0,7.0,5.0,36.061382477722645,55.24296773440586,-15.046167990483356,-5.839856901776947,-33.30490475701681,-72.23997106680102,21.240316324169434,見送り,reviewed_v1_3_1,精査維持_v1.3.1,大幅ドローダウン中,人間レビュー,1年高値から-72.24%。割安化か業績悪化か確認。 / 超小型/高ボラ枠。判定が出ても投資サイズ制限。,10.0,7.0,5.0,NO
2026-07,2026-07-28,SDGR,US,Schrodinger,AI創薬,stock,15.279999732971191,2026-07-27,15.0,12.0,10.0,1.8324590174370738,21.46596721394966,-5.328374778185037,29.601355236727606,-6.942754799183024,-32.14920327542232,38.03071503349146,見送り,reviewed_v1_3_1,精査維持_v1.3.1,維持,維持,大きな異常なし。基準維持。,15.0,12.0,10.0,NO
2026-07,2026-07-28,RXRX,US,Recursion,AI創薬,stock,3.009999990463257,2026-07-27,3.5,2.8,2.2,-16.279070135855026,6.976743891315985,-9.8802374906087,-14.245014283718247,-36.363636821869264,-55.670102984186,5.985918360271135,打診買い,reviewed_v1_3_1,精査維持_v1.3.1,買い場発火中,基準維持/投資判断確認,現在判定：打診買い,3.5,2.8,2.2,NO
2026-07,2026-07-28,QCOM,US,Qualcomm,半導体・エッジAI,stock,170.0399932861328,2026-07-27,150.0,135.0,120.0,11.785458761110833,20.60691288499975,-17.01317796425258,14.23579866559153,9.125905078624575,-32.26038148674047,37.05165930876222,見送り,reviewed_v1_3_1,精査維持_v1.3.1,維持,維持,大きな異常なし。基準維持。,150.0,135.0,120.0,NO
2026-07,2026-07-28,HSAI,US,Hesai,LiDAR,stock,15.430000305175781,2026-07-27,14.0,11.0,8.0,9.267662196326123,28.710306011399094,2.7296926425870045,-30.931064459333264,-44.77451678511137,-48.22147416035375,5.684930835751812,見送り,reviewed_v1_3_1,精査維持_v1.3.1,大幅ドローダウン中,人間レビュー,1年高値から-48.22%。割安化か業績悪化か確認。,14.0,11.0,8.0,NO
2026-07,2026-07-28,PL,US,Planet Labs,宇宙データ,stock,21.0,2026-07-27,,,,,,-20.784610265219307,-40.74491869710861,-22.048999318126416,-59.14397008446215,239.80583468147856,基準未設定,scale_rebase_pending_v1_3_1,価格スケール確認待ち_v1.3.1,価格スケール確認待ち,要確認継続,価格スケール確認待ち。自動上書きしない。,,,,NO
2026-07,2026-07-28,V,US,Visa,決済,stock,362.5299987792969,2026-07-27,310.0,300.0,275.0,14.489835036045223,17.248227454237313,9.684742475378973,17.164366571901283,11.14415565630571,-0.714798642831186,22.675288392259944,見送り,reviewed_v1_3_1,精査維持_v1.3.1,維持,維持,大きな異常なし。基準維持。,310.0,300.0,275.0,NO
2026-07,2026-07-28,VRTX,US,Vertex Pharma,医薬,stock,479.0,2026-07-27,420.0,380.0,340.0,12.31732776617954,20.668058455114824,0.7996607103017502,10.089633022445884,2.492777093043187,-9.552677408948895,30.681505110865793,見送り,reviewed_v1_3_1,精査維持_v1.3.1,維持,維持,大きな異常なし。基準維持。,420.0,380.0,340.0,NO
2026-07,2026-07-28,DIS,US,Disney,メディア・IP,stock,96.6500015258789,2026-07-27,100.0,90.0,82.0,-3.466113213897986,6.880498107491813,-1.427844449061246,-5.799217384728287,-12.91223769832352,-19.705907351885198,4.576935123068361,打診買い,reviewed_v1_3_1,精査維持_v1.3.1,買い場発火中,基準維持/投資判断確認,現在判定：打診買い,100.0,90.0,82.0,NO
2026-07,2026-07-28,KVYO,US,Klaviyo,マーケSaaS,stock,17.729999542236328,2026-07-27,15.0,12.0,10.0,15.397628949357472,32.31810315948598,26.102411188403646,-5.490408710442215,-32.94251443225901,-50.640310562251564,37.86936248501726,見送り,reviewed_v1_3_1,精査維持_v1.3.1,大幅ドローダウン中,人間レビュー,1年高値から-50.64%。割安化か業績悪化か確認。,15.0,12.0,10.0,NO
2026-07,2026-07-28,DKNG,US,DraftKings,スポーツベッティング,stock,24.110000610351562,2026-07-27,30.0,25.0,20.0,-24.429694071096716,-3.691411725913929,4.372295290921442,4.012080642501652,-19.552882339879606,-50.01036525153234,16.36101066283405,本命買い,reviewed_v1_3_1,精査修正_v1.3.1,買い場発火中,基準維持/投資判断確認,現在判定：本命買い,30.0,25.0,20.0,NO
2026-07,2026-07-28,CRSP,US,CRISPR Therapeutics,遺伝子編集,stock,46.72999954223633,2026-07-27,45.0,36.0,28.0,3.7021176100647932,22.961694088051836,-12.735760582615052,-15.313520689029172,-23.15408898714301,-39.13779592969112,5.390165497121555,見送り,reviewed_v1_3_1,精査維持_v1.3.1,維持,維持,大きな異常なし。基準維持。,45.0,36.0,28.0,NO
2026-07,2026-07-28,BEAM,US,Beam Therapeutics,遺伝子編集,stock,25.06999969482422,2026-07-27,26.5,22.0,18.0,-5.704030006314716,12.24571093815382,-26.11258629726576,-7.524901769085165,-20.564004692464504,-33.887128414063675,56.589627335534075,打診買い,reviewed_v1_3_1,精査維持_v1.3.1,急落確認,要確認,現在判定：打診買い / 1か月騰落 -26.11%。悪材料/決算/需給を確認。,26.5,22.0,18.0,NO
2026-07,2026-07-28,ETN,US,Eaton,電力インフラ,stock,398.6400146484375,2026-07-27,330.0,290.0,250.0,17.218546088247425,27.252661713914407,-1.470620070518016,-6.091869340768551,19.339002649686552,-8.522645425420068,26.223800077110464,見送り,reviewed_v1_3_1,精査維持_v1.3.1,維持,維持,大きな異常なし。基準維持。,330.0,290.0,250.0,NO
2026-07,2026-07-28,MSTR,US,MicroStrategy,Bitcoin連動,stock,98.6500015258789,2026-07-27,,,,,,15.60998407242104,-42.316688655489436,-39.5193420656402,-75.56958778897797,19.85178526539653,基準未設定,conditional_no_price_signal_v1_3_1,価格単独判定禁止_v1.3.1,条件確認待ち,要確認継続,条件確認待ち。自動上書きしない。,,,,NO
2026-07,2026-07-28,POET,US,POET Technologies,光電融合・CPO,stock,7.090000152587891,2026-07-27,3.8,2.8,2.0,46.403386202848274,60.507758254730305,-30.009870952709335,-53.04635779156318,2.6049248791690474,-65.53232738077355,70.02398136378628,見送り,reviewed_v1_3_1,精査維持_v1.3.1,大幅ドローダウン中,人間レビュー,1か月騰落 -30.01%。悪材料/決算/需給を確認。 / 1年高値から-65.53%。割安化か業績悪化か確認。 / 超小型/高ボラ枠。判定が出ても投資サイズ制限。,3.8,2.8,2.0,NO
2026-07,2026-07-28,KITT,US,Nauticus Robotics,海洋ロボ・超小型,stock,0.7990000247955322,2026-07-27,1.2,0.8,0.5,-50.18773000752853,-0.12515333835236314,-28.018016711853434,-73.80327746599662,-89.70360823158555,-98.87337839054626,4.172099664869591,本命買い,reviewed_v1_3_1,精査維持_v1.3.1,急落確認,要確認,現在判定：本命買い / 1か月騰落 -28.02%。悪材料/決算/需給を確認。 / 超小型/高ボラ枠。判定が出ても投資サイズ制限。,1.2,0.8,0.5,NO
2026-07,2026-07-28,AXTI,US,AXT,化合物半導体,stock,47.880001068115234,2026-07-27,,,,,,-30.66897949497958,-37.132354561668464,175.17242596445251,-66.00156185075251,2393.7501113706603,基準未設定,scale_rebase_pending_v1_3_1,価格スケール確認待ち_v1.3.1,価格スケール確認待ち,要確認継続,価格スケール確認待ち。自動上書きしない。,,,,NO
